"";"MP_links";"name";"family_name";"first_name";"party2";"party";"entity";"house";"party.original";"period";"constituency"
"1";"https://www.parlament.ba/Delegate/List?page=1&mandateId=6";"Alma Colo";"Colo";"Alma";"Klub bosnjackog naroda";"SDA";"FBiH";"HoP";"SDA";"2006-2010";NA
"2";"https://www.parlament.ba/Delegate/List?page=1&mandateId=6";"Ilija Filipovic";"Filipovic";"Ilija";"Klub hrvatskog naroda";"HDZ";"FBiH";"HoP";"HDZ BiH";"2006-2010";NA
"3";"https://www.parlament.ba/Delegate/List?page=1&mandateId=6";"Adem Ibrahimpasic";"Ibrahimpasic";"Adem";"Klub bosnjackog naroda";"SDP";"FBiH";"HoP";"SDP BiH";"2006-2010";NA
"4";"https://www.parlament.ba/Delegate/List?page=1&mandateId=6";"Mladen Ivanic";"Ivanic";"Mladen";"Klub srpskog naroda";"PDP";"RS";"HoP";"PDP";"2006-2010";NA
"5";"https://www.parlament.ba/Delegate/List?page=1&mandateId=6";"Ivo Miro Jovic";"Jovic";"Ivo Miro";"Klub hrvatskog naroda";"HDZ";"FBiH";"HoP";"HDZ BiH";"2006-2010";NA
"6";"https://www.parlament.ba/Delegate/List?page=1&mandateId=6";"Zoran Koprivica";"Koprivica";"Zoran";"Klub srpskog naroda";"SNSD";"RS";"HoP";"SNSD";"2006-2010";NA
"7";"https://www.parlament.ba/Delegate/List?page=1&mandateId=6";"Drago Ljubicic";"Ljubicic";"Drago";"Klub srpskog naroda";"SNSD";"RS";"HoP";"SNSD";"2006-2010";NA
"8";"https://www.parlament.ba/Delegate/List?page=1&mandateId=6";"Bozo Ljubic";"Ljubic";"Bozo";"Klub hrvatskog naroda";"HDZ";"FBiH";"HoP";"HDZ 1990";"2006-2010";NA
"9";"https://www.parlament.ba/Delegate/List?page=1&mandateId=6";"Dusanka Majkic";"Majkic";"Dusanka";"Klub srpskog naroda";"SNSD";"RS";"HoP";"SNSD";"2006-2010";NA
"10";"https://www.parlament.ba/Delegate/List?page=1&mandateId=6";"Hilmo Neimarlija";"Neimarlija";"Hilmo";"Klub bosnjackog naroda";"SBiH";"FBiH";"HoP";"SBiH";"2006-2010";NA
"11";"https://www.parlament.ba/Delegate/List?page=1&mandateId=7";"Hasan Becirovic";"Becirovic";"Hasan";"Klub bosnjackog naroda";"SDP";"FBiH";"HoP";"SDP BiH";"2010-2014";NA
"12";"https://www.parlament.ba/Delegate/List?page=1&mandateId=7";"Mehmed Bradaric";"Bradaric";"Mehmed";"Klub bosnjackog naroda";"SDP";"FBiH";"HoP";"SDP BiH";"2010-2014";NA
"13";"https://www.parlament.ba/Delegate/List?page=1&mandateId=7";"Dragan Covic";"Covic";"Dragan";"Klub hrvatskog naroda";"HDZ";"FBiH";"HoP";"HDZ BiH";"2010-2014";NA
"14";"https://www.parlament.ba/Delegate/List?page=1&mandateId=7";"Halid Genjac";"Genjac";"Halid";"Klub bosnjackog naroda";"SDA";"FBiH";"HoP";"SDA";"2010-2014";NA
"15";"https://www.parlament.ba/Delegate/List?page=1&mandateId=7";"Seudin Hodzic";"Hodzic";"Seudin";"Klub bosnjackog naroda";"SDP";"FBiH";"HoP";"SDP BiH";"2010-2014";NA
"16";"https://www.parlament.ba/Delegate/List?page=1&mandateId=7";"Mladen Ivanic";"Ivanic";"Mladen";"Klub srpskog naroda";"PDP";"RS";"HoP";"PDP";"2010-2014";NA
"17";"https://www.parlament.ba/Delegate/List?page=1&mandateId=7";"Nermina Kapetanovic";"Kapetanovic";"Nermina";"Klub bosnjackog naroda";"SDA";"FBiH";"HoP";"SDA";"2010-2014";NA
"18";"https://www.parlament.ba/Delegate/List?page=1&mandateId=7";"Stasa Kosarac";"Kosarac";"Stasa";"Klub srpskog naroda";"SNSD";"RS";"HoP";"SNSD";"2010-2014";NA
"19";"https://www.parlament.ba/Delegate/List?page=1&mandateId=7";"Stjepan Kresic";"Kresic";"Stjepan";"Klub hrvatskog naroda";"HSP";"FBiH";"HoP";"HSP";"2010-2014";NA
"20";"https://www.parlament.ba/Delegate/List?page=1&mandateId=7";"Borjana Kristo";"Kristo";"Borjana";"Klub hrvatskog naroda";"HDZ";"FBiH";"HoP";"HDZ BiH";"2010-2014";NA
"21";"https://www.parlament.ba/Delegate/List?page=1&mandateId=8";"Darko Babalj";"Babalj";"Darko";"Klub srpskog naroda";"SDS";"RS";"HoP";"SDS";"2014-2018";NA
"22";"https://www.parlament.ba/Delegate/List?page=1&mandateId=8";"Barisa Colak";"Colak";"Barisa";"Klub hrvatskog naroda";"HDZ";"FBiH";"HoP";"HDZ BiH";"2014-2018";NA
"23";"https://www.parlament.ba/Delegate/List?page=1&mandateId=8";"Zdenka Dzambas";"Dzambas";"Zdenka";"Klub hrvatskog naroda";"HDZ";"FBiH";"HoP";"HDZ BiH";"2014-2018";NA
"24";"https://www.parlament.ba/Delegate/List?page=1&mandateId=8";"Halid Genjac";"Genjac";"Halid";"Klub bosnjackog naroda";"SDA";"FBiH";"HoP";"SDA";"2014-2018";NA
"25";"https://www.parlament.ba/Delegate/List?page=1&mandateId=8";"Sead Kadic";"Kadic";"Sead";"Klub bosnjackog naroda";"SDA";"FBiH";"HoP";"SDA";"2014-2018";NA
"26";"https://www.parlament.ba/Delegate/List?page=1&mandateId=8";"Mario Karamatic";"Karamatic";"Mario";"Klub hrvatskog naroda";"HSS";"FBiH";"HoP";"HSS";"2014-2018";NA
"27";"https://www.parlament.ba/Delegate/List?page=1&mandateId=8";"Sredoje Novic";"Novic";"Sredoje";"Klub srpskog naroda";"SNSD";"RS";"HoP";"SNSD";"2014-2018";NA
"28";"https://www.parlament.ba/Delegate/List?page=1&mandateId=8";"Sifet Podzic";"Podzic";"Sifet";"Klub bosnjackog naroda";"Demokratska";"FBiH";"HoP";"Demokratska fronta - Zeljko Komsic";"2014-2018";NA
"29";"https://www.parlament.ba/Delegate/List?page=1&mandateId=8";"Nebojsa Radmanovic";"Radmanovic";"Nebojsa";"Klub srpskog naroda";"SNSD";"RS";"HoP";"SNSD";"2014-2018";NA
"30";"https://www.parlament.ba/Delegate/List?page=1&mandateId=8";"Fahrudin Radoncic";"Radoncic";"Fahrudin";"Klub bosnjackog naroda";"SBB";"FBiH";"HoP";"SBB - Fahrudin Radoncic";"2014-2018";NA
"31";"https://www.parlament.ba/Delegate/List?page=2&mandateId=6";"Bozo Rajic";"Rajic";"Bozo";"Klub hrvatskog naroda";"HDZ";"FBiH";"HoP";"HDZ 1990";"2006-2010";NA
"32";"https://www.parlament.ba/Delegate/List?page=2&mandateId=6";"Hazim Rancic";"Rancic";"Hazim";"Klub bosnjackog naroda";"SDA";"FBiH";"HoP";"SDA";"2006-2010";NA
"33";"https://www.parlament.ba/Delegate/List?page=2&mandateId=6";"Slobodan Saraba";"Saraba";"Slobodan";"Klub srpskog naroda";"SDS";"RS";"HoP";"SDS";"2006-2010";NA
"34";"https://www.parlament.ba/Delegate/List?page=2&mandateId=6";"Sulejman Tihic";"Tihic";"Sulejman";"Klub bosnjackog naroda";"SDA";"FBiH";"HoP";"SDA";"2006-2010";NA
"35";"https://www.parlament.ba/Delegate/List?page=2&mandateId=6";"Branko Zrno";"Zrno";"Branko";"Klub hrvatskog naroda";"HDZ";"FBiH";"HoP";"HDZ BiH";"2006-2010";NA
"36";"https://www.parlament.ba/Delegate/List?page=2&mandateId=7";"Martin Raguz";"Raguz";"Martin";"Klub hrvatskog naroda";"HDZ";"FBiH";"HoP";"HDZ 1990";"2010-2014";NA
"37";"https://www.parlament.ba/Delegate/List?page=2&mandateId=7";"Dragutin Rodic";"Rodic";"Dragutin";"Klub srpskog naroda";"DNS";"RS";"HoP";"DNS";"2010-2014";NA
"38";"https://www.parlament.ba/Delegate/List?page=2&mandateId=7";"Krstan Simic";"Simic";"Krstan";"Klub srpskog naroda";"SNSD";"RS";"HoP";"SNSD";"2010-2014";NA
"39";"https://www.parlament.ba/Delegate/List?page=2&mandateId=7";"Ognjen Tadic";"Tadic";"Ognjen";"Klub srpskog naroda";"SDS";"RS";"HoP";"SDS";"2010-2014";NA
"40";"https://www.parlament.ba/Delegate/List?page=2&mandateId=7";"Sulejman Tihic";"Tihic";"Sulejman";"Klub bosnjackog naroda";"SDA";"FBiH";"HoP";"SDA";"2010-2014";NA
"41";"https://www.parlament.ba/Delegate/List?page=2&mandateId=7";"Krunoslav Vrdoljak";"Vrdoljak";"Krunoslav";"Klub hrvatskog naroda";"SDP";"FBiH";"HoP";"SDP BiH";"2010-2014";NA
"42";"https://www.parlament.ba/Delegate/List?page=2&mandateId=8";"Martin Raguz";"Raguz";"Martin";"Klub hrvatskog naroda";"HDZ";"FBiH";"HoP";"HDZ 1990";"2014-2018";NA
"43";"https://www.parlament.ba/Delegate/List?page=2&mandateId=8";"Dragutin Rodic";"Rodic";"Dragutin";"Klub srpskog naroda";"DNS";"RS";"HoP";"DNS";"2014-2018";NA
"44";"https://www.parlament.ba/Delegate/List?page=2&mandateId=8";"Safet Softic";"Softic";"Safet";"Klub bosnjackog naroda";"SDA";"FBiH";"HoP";"SDA";"2014-2018";NA
"45";"https://www.parlament.ba/Delegate/List?page=2&mandateId=8";"Ognjen Tadic";"Tadic";"Ognjen";"Klub srpskog naroda";"";"RS";"HoP";"";"2014-2018";NA
"46";"https://www.parlament.ba/Delegate/List?page=2&mandateId=8";"Ljilja Zovko";"Zovko";"Ljilja";"Klub hrvatskog naroda";"HDZ";"FBiH";"HoP";"HDZ BiH";"2014-2018";NA
"47";"https://www.parlament.ba/Representative/List?page=1&mandateId=6";"Ekrem Ajanovic";"Ajanovic";"Ekrem";"Klub poslanika SBiH";"SBiH";"FBiH";"HoR";"SBiH";"2006-2010";"FBiH / Izborna jedinica 4"
"48";"https://www.parlament.ba/Representative/List?page=1&mandateId=6";"Azra Alajbegovic";"Alajbegovic";"Azra";"Klub poslanika SBiH";"SBiH";"FBiH";"HoR";"SBiH";"2006-2010";"FBiH / Izborna jedinica 3"
"49";"https://www.parlament.ba/Representative/List?page=1&mandateId=6";"Sadik Bahtic";"Bahtic";"Sadik";"Klub poslanika SBiH";"SBiH";"FBiH";"HoR";"SBiH";"2006-2010";"FBiH / Izborna jedinica 1"
"50";"https://www.parlament.ba/Representative/List?page=1&mandateId=6";"Denis Becirovic";"Becirovic";"Denis";"Klub poslanika SDP BiH";"SDP BiH";"FBiH";"HoR";"SDP BiH";"2006-2010";"FBiH / Izborna jedinica 5"
"51";"https://www.parlament.ba/Representative/List?page=1&mandateId=6";"Beriz Belkic";"Belkic";"Beriz";"Klub poslanika SBiH";"SBiH";"FBiH";"HoR";"SBiH";"2006-2010";"FBiH / Izborna jedinica 3"
"52";"https://www.parlament.ba/Representative/List?page=1&mandateId=6";"Selim Beslagic";"Beslagic";"Selim";"Klub poslanika SDP BiH";"SDP BiH";"FBiH";"HoR";"SDP BiH";"2006-2010";"FBiH / Izborna jedinica 5"
"53";"https://www.parlament.ba/Representative/List?page=1&mandateId=6";"Branko Dokic";"Dokic";"Branko";"";"PDP";"RS";"HoR";"PDP";"2006-2010";"RS / Izborna jedinica 1"
"54";"https://www.parlament.ba/Representative/List?page=1&mandateId=6";"Rifat Dolic";"Dolic";"Rifat";"";"DNZ BiH";"FBiH";"HoR";"DNZ BiH";"2006-2010";"FBiH / Izborna jedinica 1"
"55";"https://www.parlament.ba/Representative/List?page=1&mandateId=6";"Sefik Dzaferovic";"Dzaferovic";"Sefik";"Klub poslanika SDA";"SDA";"FBiH";"HoR";"SDA";"2006-2010";"FBiH / Izborna jedinica 4"
"56";"https://www.parlament.ba/Representative/List?page=1&mandateId=6";"Halid Genjac";"Genjac";"Halid";"Klub poslanika SDA";"SDA";"FBiH";"HoR";"SDA";"2006-2010";"FBiH / Izborna jedinica 4"
"57";"https://www.parlament.ba/Representative/List?page=1&mandateId=7";"Darko Babalj";"Babalj";"Darko";"Klub poslanika SDS";"SDS";"RS";"HoR";"SDS";"2010-2014";"RS / Izborna jedinica 3"
"58";"https://www.parlament.ba/Representative/List?page=1&mandateId=7";"Adnan Basic";"Basic";"Adnan";"Klub poslanika SBBBiH";"SBB";"FBiH";"HoR";"SBB - Fahrudin Radoncic";"2010-2014";"FBiH / Izborna jedinica 4"
"59";"https://www.parlament.ba/Representative/List?page=1&mandateId=7";"Denis Becirovic";"Becirovic";"Denis";"Klub poslanika SDP BiH";"SDP BiH";"FBiH";"HoR";"SDP BiH";"2010-2014";"FBiH / Izborna jedinica 5"
"60";"https://www.parlament.ba/Representative/List?page=1&mandateId=7";"Beriz Belkic";"Belkic";"Beriz";"";"SBiH";"FBiH";"HoR";"SBiH";"2010-2014";"FBiH / Izborna jedinica 3"
"61";"https://www.parlament.ba/Representative/List?page=1&mandateId=7";"Borislav Bojic";"Bojic";"Borislav";"Klub poslanika SDS";"SDS";"RS";"HoR";"SDS";"2010-2014";"RS / Izborna jedinica 1"
"62";"https://www.parlament.ba/Representative/List?page=1&mandateId=7";"Mladen Bosic";"Bosic";"Mladen";"Klub poslanika SDS";"SDS";"RS";"HoR";"SDS";"2010-2014";"RS / Izborna jedinica 2"
"63";"https://www.parlament.ba/Representative/List?page=1&mandateId=7";"Sasa Bursac";"Bursac";"Sasa";"Klub poslanika SNSD";"SNSD";"RS";"HoR";"SNSD";"2010-2014";"RS / Izborna jedinica 1"
"64";"https://www.parlament.ba/Representative/List?page=1&mandateId=7";"Nermina Cemalovic";"Cemalovic";"Nermina";"Klub poslanika SDP BiH";"SDP BiH";"FBiH";"HoR";"SDP BiH";"2010-2014";"FBiH / Izborna jedinica 1"
"65";"https://www.parlament.ba/Representative/List?page=1&mandateId=7";"Ismeta Dervoz";"Dervoz";"Ismeta";"Klub poslanika SBBBiH";"SBB";"FBiH";"HoR";"SBB - Fahrudin Radoncic";"2010-2014";"FBiH / Izborna jedinica 3"
